pair_id,step_label_A,step_label_B,feature,tv
3,2020-03,2020-07,applprev_1_max_familystate_726L,0.05226695125229991
3,2020-03,2020-07,applprev_1_min_familystate_726L,0.054972888264135975
3,2020-03,2020-07,applprev_1_max_inittransactioncode_279L,0.050624248854084467
3,2020-03,2020-07,applprev_1_min_inittransactioncode_279L,0.10148832203684369
3,2020-03,2020-07,applprev_1_max_isbidproduct_390L,0.05021634018964914
3,2020-03,2020-07,applprev_1_max_isdebitcard_527L,0.046397208509615234
3,2020-03,2020-07,applprev_1_min_isdebitcard_527L,0.04220001617789759
3,2020-03,2020-07,applprev_1_max_status_219L,0.06587225275640518
3,2020-03,2020-07,applprev_1_min_status_219L,0.06155125146813777
3,2020-03,2020-07,applprev_1_last_education_1138M,0.05968681837763755
3,2020-03,2020-07,applprev_1_first_education_1138M,0.07843692418520774
3,2020-03,2020-07,applprev_1_last_postype_4733339M,0.388878152515635
3,2020-03,2020-07,applprev_1_first_postype_4733339M,0.3887721955785377
3,2020-03,2020-07,applprev_1_last_rejectreason_755M,0.05021634018964913
3,2020-03,2020-07,applprev_1_first_rejectreason_755M,0.05795446428191955
3,2020-03,2020-07,applprev_1_last_rejectreasonclient_4145042M,0.05021634018964907
3,2020-03,2020-07,applprev_1_first_rejectreasonclient_4145042M,0.0502163401896491
3,2020-03,2020-07,credit_a_1_last_classificationofcontr_13M,0.01179303702368203
3,2020-03,2020-07,credit_a_1_first_classificationofcontr_13M,0.015639013146733827
3,2020-03,2020-07,credit_a_1_last_classificationofcontr_400M,0.011785251862976829
3,2020-03,2020-07,credit_a_1_last_contractst_545M,0.01178525186297685
3,2020-03,2020-07,credit_a_1_first_contractst_545M,0.01581516668692076
3,2020-03,2020-07,credit_a_1_last_contractst_964M,0.011785251862976824
3,2020-03,2020-07,credit_a_1_last_description_351M,0.011811488154519907
3,2020-03,2020-07,credit_a_1_first_description_351M,0.011785251862976812
3,2020-03,2020-07,credit_a_1_last_financialinstitution_591M,0.01179692960403457
3,2020-03,2020-07,credit_a_1_last_purposeofcred_426M,0.01179692960403457
3,2020-03,2020-07,credit_a_1_first_purposeofcred_426M,0.03899671727517922
3,2020-03,2020-07,credit_a_1_last_purposeofcred_874M,0.011785251862976812
3,2020-03,2020-07,credit_a_1_first_purposeofcred_874M,0.05464120964069974
3,2020-03,2020-07,credit_a_1_first_subjectrole_182M,0.012114905403638548
